ASVid	taxonomy
1b426679cda915f943378b191e9de6ff	"Didymella_arachidicola|GU237833|SH0962456.09FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;s__Didymella_arachidicola"
ef1732477e7cd52e25522b2f9209c950	"Sordariomycetes_sp|UDB07338028|SH1075671.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Sordariomycetes_gen_Incertae_sedis;s__Sordariomycetes_sp"
837e872dd77fdb9ecc4a8229379c515a	"Microscypha_sp|UDB04194637|SH0975563.09FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Microscypha;s__Microscypha_sp"
158eba6e651aaa3a3331f76b59445965	"Pseudogymnoascus_roseus|DQ117451|SH1477560.09FU|refs|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudogymnoascus;s__Pseudogymnoascus_roseus"
9f0ec6734aff5d4616c024d11f257c83	"Chrysosporium_jingzhouense|KY026600|SH1305408.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Chrysosporium;s__Chrysosporium_jingzhouense"
8eea811ccd8faf4fdf77d818ff3e438a	"Helotiales_sp|MT227337|SH0982314.09FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp"
64d98a034e3a7b4a3842ee9b9513898d	"Hypocreaceae_sp|UDB0459279|SH0905582.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypocreaceae_gen_Incertae_sedis;s__Hypocreaceae_sp"
fcad5a0abef6b8c7caa9b10c73b7cd55	"Eukaryota_sp|UDB048332|SH1032737.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
c275b24483e0d450fe8d31de29e850d0	"Filobasidium_magnum|AF190008|SH1389554.09FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_magnum"
36fd32226e14333d400809aaaa6575c3	"Itersonilia_perplexans|AB072233|SH1272061.09FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Itersonilia;s__Itersonilia_perplexans"
4085829b7da7145694feba45801cf3a9	"Basidiobolales_sp|UDB01481230|SH1177859.09FU|reps|k__Fungi;p__Basidiobolomycota;c__Basidiobolomycetes;o__Basidiobolales;f__Basidiobolales_fam_Incertae_sedis;g__Basidiobolales_gen_Incertae_sedis;s__Basidiobolales_sp"
4592350cf5bfdc29545e76a69ed11701	"Hormiactis_sp|UDB03408742|SH0936444.09FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Hormiactis;s__Hormiactis_sp"
04a5f750979b219b9e5a06874c4f7018	"Papiliotrema_laurentii|AY591353|SH0960124.09FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema;s__Papiliotrema_laurentii"
ff465ca24f486ebbb99b704fe00f5483	"Ceratobasidiaceae_sp|FJ435142|SH1193863.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidiaceae_gen_Incertae_sedis;s__Ceratobasidiaceae_sp"
d965c2273163afcdd71fb4eb7310ece6	"Cercozoa_sp|KU581854|SH1231703.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp"
ee2c2a730bab84f0c4a4395d72f24efb	"Sistotremastrum_guttuliferum|JX310445|SH0893878.09FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sistotremastrales;f__Sistotremastraceae;g__Sistotremastrum;s__Sistotremastrum_guttuliferum"
3524d777082d9f400019641dc0c4d255	"Cystoagaricus_sp|UDB0201112|SH1158737.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Cystoagaricus;s__Cystoagaricus_sp"
822972dea14e11ca91bd0854f2191fdb	"GS05_sp|UDB0708185|SH0937501.09FU|reps|k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS05;f__GS05_fam_Incertae_sedis;g__GS05_gen_Incertae_sedis;s__GS05_sp"
f2c585ebbe947d796e247256c883ad9b	"Rozellomycota_sp|UDB05340106|SH1105452.09FU|reps|k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp"
2f58b7775f6795b26806e13ac7be1e2e	"Vishniacozyma_carnescens|KF036588|SH2787831.09FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_carnescens"
06b31ec3c4230ae66514602e26fc2367	"Vuilleminia_pseudocystidiata|HM046888|SH1308162.09FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Vuilleminiaceae;g__Vuilleminia;s__Vuilleminia_pseudocystidiata"
3383df640f7e16603c55207c4f184fd2	"Rhodotorula_sp|UDB06553390|SH1223350.09FU|reps|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula_sp"
425ebce9ed987bb0c3804b4e926ec482	"Eukaryota_sp|UDB042268|SH1320314.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
388abc3de827e000a93e7aefa5af5a43	"Agaricales_sp|UDB0911808|SH1102436.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricales_fam_Incertae_sedis;g__Agaricales_gen_Incertae_sedis;s__Agaricales_sp"
717ae2039d064d1d73360ecdde9d2418	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
36703bf9337ade5e5dee92fc48e51baf	"Arthrographis_sp|UDB01289822|SH0964662.09FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Eremomycetaceae;g__Arthrographis;s__Arthrographis_sp"
b341007016f5aa7927c4d6e65e169b9f	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
1e3287dc82c68fb4568a81b93ffad707	"Penicillium_chrysogenum|JX045760|SH1127170.09FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_chrysogenum"
0743ee4a6b267e9bcd2301d44f08b371	"Actinomucor_elegans|JN205828|SH1002491.09FU|refs|k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Actinomucor;s__Actinomucor_elegans"
3213340a8d026661b0fadf24f884b32a	"Subulicystidium_meridense|UDB07647418|SH1260290.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Subulicystidium;s__Subulicystidium_meridense"
d78d0617c19bbf0fc688f6fc377d93ce	"Cercozoa_sp|UDB01713307|SH1132773.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp"
8690240825194310323498e993649d76	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
8049631d96d3ada6c5807eebd7b720fb	"Leucothecium_emdenii|UDB03078468|SH0929080.09FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__Leucothecium;s__Leucothecium_emdenii"
e0cbce4bde9c59d387886a0058a0c141	"Cercozoa_sp|OU940133|SH1097244.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp"
14d64366333d5b8043f92149dec5a7c1	"Ascomycota_sp|UDB01381506|SH1121142.09FU|reps|k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp"
f3fe8b2ec68d0863007c7cb47184fbe3	"Strobilurus_esculentus|UDB011772|SH3395056.09FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Strobilurus;s__Strobilurus_esculentus"
6b7537e89fb880dab410d00d5b39b9ea	"Branch02_sp|UDB01553979|SH1050583.09FU|reps|k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__Branch02;f__Branch02_fam_Incertae_sedis;g__Branch02_gen_Incertae_sedis;s__Branch02_sp"
57f6b2270dcf22bbc4a1405dd6a44c92	"Mucor_circinelloides|AY243943|SH1055162.09FU|refs|k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor_circinelloides"
af48805943f3dee61e1e966fd6fd4503	"Rhizophagus_irregularis|MN388908|SH0988887.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus_irregularis"
0f94602c6181cbaf3d4c40727f03b807	"Sordariales_sp|UDB07334722|SH0969597.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Sordariales_gen_Incertae_sedis;s__Sordariales_sp"
be7a6d0c4074f93e2af82556b7b746cf	"Mortierella_turficola|HQ630350|SH1306466.09FU|refs|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_turficola"
23a0d020ee5238133f68e8965a525d43	"Ascobolus_sp|UDB01324647|SH1309842.09FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;g__Ascobolus;s__Ascobolus_sp"
c23258755629d44ed747c0fc2de9e5b5	"Ichthyosporia_sp|UDB03587603|SH0947637.09FU|reps|k__Ichthyosporia;p__Ichthyosporia_phy_Incertae_sedis;c__Ichthyosporia_cls_Incertae_sedis;o__Ichthyosporia_ord_Incertae_sedis;f__Ichthyosporia_fam_Incertae_sedis;g__Ichthyosporia_gen_Incertae_sedis;s__Ichthyosporia_sp"
9b75f399f75c984ee308f3d08af6382b	"Mortierella_capitata|JX975923|SH1213077.09FU|refs|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_capitata"
f3a9f13d2649bb644eb67c7fc88d8e9c	"Cercozoa_sp|UDB0381449|SH1135619.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp"
6518d1a52118def1a132dd35d3a90d41	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
9231a2615e9b0ca9b11036fcdf996403	"Rozellomycota_sp|UDB06734730|SH1027818.09FU|reps|k__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp"
4626f2d17eea3856c130b2f1c6a89f20	"Cercozoa_sp|UDB0410313|SH1007925.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp"
c7b8c131fac17cef37254c0ca81b8666	"Ascomycota_sp|UDB01840372|SH0992436.09FU|reps|k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp"
5f1308807dea6f9749d141a7a5077488	"Ascomycota_sp|UDB014814|SH0937096.09FU|reps|k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp"
d0b8b00812d3bf71aec99b6f48cafadb	"Rhizophagus_sp|UDB06378105|SH1285588.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus_sp"
6f068dfe3bd606694b52a955ca5a408f	"Eukaryota_sp|UDB0722193|SH1250459.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
8f7bb78e89348bc3771cc26a6dfe0b6d	"Podospora_sp|UDB05103369|SH0962355.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora;s__Podospora_sp"
4e9987dfa6223d33b9e91a2b2aebc5fa	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
711f6c2a9057d7c350269caca2d2535b	"Hypocreales_sp|UDB03568641|SH1032735.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp"
ae2c80d39df40a7ad3ada2a93d79b5cd	"Pezizales_sp|MF971771|SH0941651.09FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizales_fam_Incertae_sedis;g__Pezizales_gen_Incertae_sedis;s__Pezizales_sp"
b58605643bfda896d4d4a2bcb1a2e7c7	"Syncephalis_sp|UDB0207028|SH1007660.09FU|reps|k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales;f__Piptocephalidaceae;g__Syncephalis;s__Syncephalis_sp"
ebc3d0eaca61661809388984b3f5b9df	"Fungi_sp|UDB02171069|SH1278619.09FU|reps|k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp"
0cbe98afd2db449c49324ae1fbd9aa72	"Microdochium_nivale|AB586986|SH0946148.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Microdochium;s__Microdochium_nivale"
27af247499e9bac2af4e8612fd50e999	"Cercozoa_sp|UDB01707571|SH1002417.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp"
f713f4ec52d92d1ecfb1806cce4bef2a	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
25d5df50cdc571bc96b62726781a6d43	"Glomeraceae_sp|KM041784|SH0988863.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen_Incertae_sedis;s__Glomeraceae_sp"
6d8c701abe250c7f4eedf2e9a123bfc3	"Taphrina_deformans|AF492093|SH1286409.09FU|refs|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_deformans"
f331f05ffb0a37d736451ce4db566497	"Viridiplantae_sp|UDB0249052|SH1257192.09FU|reps|k__Viridiplantae;p__Viridiplantae_phy_Incertae_sedis;c__Viridiplantae_cls_Incertae_sedis;o__Viridiplantae_ord_Incertae_sedis;f__Viridiplantae_fam_Incertae_sedis;g__Viridiplantae_gen_Incertae_sedis;s__Viridiplantae_sp"
7e5ee0e8d3bb04a9e84ee4586fdca705	"Pseudoophiobolus_sp|UDB05373776|SH1091821.09FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Pseudoophiobolus;s__Pseudoophiobolus_sp"
b63d0ced5aac94a93a0489cf79c96d69	"Diaporthe_sclerotioides|AF439626|SH1274004.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe_sclerotioides"
554cd5e08fc547cc03f9b2b2b4499bb0	"Iodophanus_carneus|UDB02163940|SH0898371.09FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Iodophanus;s__Iodophanus_carneus"
59cf3b6c67ea7b887d7f7f49d24b8bdc	"Mimosa_diplotricha|MH050231|SH1097512.09FU|reps|k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Fabales;f__Fabaceae;g__Mimosa;s__Mimosa_diplotricha"
ab5d4fa396c916be21f323e5ac7b44b7	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
2e1f6aca86e6bcfcada0b8f9303754ed	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
0e327831b21ac3365edc921c96c1064f	"Ascomycota_sp|UDB01393028|SH1045034.09FU|reps|k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis;s__Ascomycota_sp"
0d96c28025d4fb1203753f0a66e88108	"Trichophyton_ajelloi|AJ000607|SH1168614.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Trichophyton;s__Trichophyton_ajelloi"
c39a485974ebb26f44fc9458517dee67	"Thaumatomonas_sp|UDB05488907|SH1073805.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Thaumatomonadida;f__Thaumatomastigidae;g__Thaumatomonas;s__Thaumatomonas_sp"
948d4ffaec73ec2c2a26ad1dc07c33ce	"Cercozoa_sp|UDB01709372|SH1165017.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp"
f20c2418578ba1372d6fddd9ba82ea4f	"Eukaryota_sp|UDB01723214|SH1137243.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
85edc34079805ec0e43a8aa11b035b2a	"Eukaryota_sp|UDB0429223|SH1136683.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
2fc24cf05bb6a8407b663b1926b3bf2c	"Cercozoa_sp|UDB01710108|SH1089050.09FU|reps|k__Rhizaria;p__Cercozoa;c__Cercozoa_cls_Incertae_sedis;o__Cercozoa_ord_Incertae_sedis;f__Cercozoa_fam_Incertae_sedis;g__Cercozoa_gen_Incertae_sedis;s__Cercozoa_sp"
eb49b603ba0eaad26a39b616310dc698	"Fungi_sp|JX322008|SH1000587.09FU|reps|k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp"
0f5807f3bf79f971d5e88527b156cfa6	"Leucothecium_emdenii|UDB03078468|SH0929080.09FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__Leucothecium;s__Leucothecium_emdenii"
bf61ffcd4e0f9a20eccdf54e493eb245	"Fungi_sp|UDB02131420|SH1075460.09FU|reps|k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp"
47c33e3e2e675b24f26e9576e45b7dc6	"Eukaryota_sp|UDB088065|SH1288196.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
5da4e7f38a84cb0b6c57e239e4c027b0	"Eukaryota_sp|UDB01719748|SH1015339.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
fbfc0a2436757822cecbb6f6b086213f	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
e349ed5ecb85924b499a766d62a82064	"Zoopagomycota_sp|UDB07619340|SH1135491.09FU|reps|k__Fungi;p__Zoopagomycota;c__Zoopagomycota_cls_Incertae_sedis;o__Zoopagomycota_ord_Incertae_sedis;f__Zoopagomycota_fam_Incertae_sedis;g__Zoopagomycota_gen_Incertae_sedis;s__Zoopagomycota_sp"
235cfe84929466b6528161df3e5d973f	"Eukaryota_sp|UDB0338592|SH1192115.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
34391e323ecf7a02ac6202ff507c87a8	"Auriculariales_sp|UDB0292529|SH1323076.09FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Auriculariales_fam_Incertae_sedis;g__Auriculariales_gen_Incertae_sedis;s__Auriculariales_sp"
653d65bbf1425ef48a1ba8592d0cab4b	"Acremonium_pinkertoniae|MH859534|SH1029956.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_pinkertoniae"
5c28c1684655f927c818d1acc7fbef26	"Mortierellales_sp|UDB04950611|SH1252051.09FU|reps|k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellales_fam_Incertae_sedis;g__Mortierellales_gen_Incertae_sedis;s__Mortierellales_sp"
2a522c4bfc9f9f03bd4ca6c4a8d9dfb1	"Septoglomus_sp|KF849493|SH0939971.09FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Septoglomus;s__Septoglomus_sp"
32229ea65776bfa5280843590a19da2f	"Subbaromyces_splendens|MN527291|SH1314990.09FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Subbaromyces;s__Subbaromyces_splendens"
7d6ef4c30a8ce15542e5107774708209	"Exophiala_alcalophila|JF747041|SH1165412.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_alcalophila"
220f93c501c84619b37e5a3755306aa4	"Candida_sp|OM809269|SH1177929.09FU|reps|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sp"
f4a888502632b71e678700e343872ff7	"Penicillium_hermansii|MG333472|SH1939011.09FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_hermansii"
42eb745c7c7b2699d1e6cee9959be2f5	"Trichoderma_stellatum|DQ083011|SH2616920.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_stellatum"
24ca8f069dceb1fb8e676d7f3dbc7fe5	"Sarocladium_dejongiae|MK069419|SH0913432.09FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;s__Sarocladium_dejongiae"
ce5416ac11cb01b402816c9162ab1ee9	"Eukaryota_sp|UDB01723214|SH1137243.09FU|reps|k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp"
